,seriesuid,coordX,coordY,coordZ
284046,1.3.6.1.4.1.14519.5.2.1.6279.6001.255409701134762680010928250229,58.8851375805,16.468620669,-124.417107736
315363,1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689,72.52,-33.27,-101.69
349678,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230,-57.857957645,73.54809899,-146.76408840000002
517960,1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,60.6983426754,39.4306344994,-120.06712453799999
263447,1.3.6.1.4.1.14519.5.2.1.6279.6001.244590453955380448651329424024,-32.4,-89.14,-141.39
286773,1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959,-46.8245798776,54.8896545571,-133.32914604
254460,1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296,-46.44,-24.01,-85.2
332997,1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886,-69.15,90.1,-179.3
423555,1.3.6.1.4.1.14519.5.2.1.6279.6001.340012777775661021262977442176,107.66,28.02,-249.17
282881,1.3.6.1.4.1.14519.5.2.1.6279.6001.254929810944557499537650429296,16.6978048069,29.3062731698,-130.256584875
121700,1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,80.2413962027,26.0918799235,-110.497193585
7169,1.3.6.1.4.1.14519.5.2.1.6279.6001.103115201714075993579787468219,52.85578089,52.15332708,-173.8816352
501344,1.3.6.1.4.1.14519.5.2.1.6279.6001.749871569713868632259874663577,56.66,9.96,-140.21
305676,1.3.6.1.4.1.14519.5.2.1.6279.6001.270152671889301412052226973069,35.76,-16.45,-125.91
238690,1.3.6.1.4.1.14519.5.2.1.6279.6001.229664630348267553620068691756,64.14,24.98,-100.47
474067,1.3.6.1.4.1.14519.5.2.1.6279.6001.614147706162329660656328811671,-40.97,-51.17,-91.57
294449,1.3.6.1.4.1.14519.5.2.1.6279.6001.262736997975960398949912434623,-46.94,-103.01,-180.04
434824,1.3.6.1.4.1.14519.5.2.1.6279.6001.404457313935200882843898832756,-40.991844358499996,-243.07736797,-250.55024745400002
167729,1.3.6.1.4.1.14519.5.2.1.6279.6001.191266041369462391833537519639,45.78,-108.58,-330.89
330973,1.3.6.1.4.1.14519.5.2.1.6279.6001.286422846896797433168187085942,-103.0,-19.26,-171.74
63728,1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,44.2784722017,-24.647068041500003,-125.21350596
411214,1.3.6.1.4.1.14519.5.2.1.6279.6001.334184846571549530235084187602,93.5358543352,10.2859555437,-113.924242639
404907,1.3.6.1.4.1.14519.5.2.1.6279.6001.330425234131526435132846006585,61.66,-7.72,-81.68
120624,1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286,-35.98,-269.35,-218.99
227985,1.3.6.1.4.1.14519.5.2.1.6279.6001.223650122819238796121876338881,-58.5578597632,-18.7612132008,-230.57652693900002
132314,1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,-51.189137583599994,75.09949632600001,-102.846839684
451563,1.3.6.1.4.1.14519.5.2.1.6279.6001.465032801496479029639448332481,113.06,18.91,-152.77
482708,1.3.6.1.4.1.14519.5.2.1.6279.6001.658611160253017715059194304729,60.1071911426,110.741956801,-146.007597403
54550,1.3.6.1.4.1.14519.5.2.1.6279.6001.129567032250534530765928856531,107.680241935,-47.0564516129,-110.576313364
421942,1.3.6.1.4.1.14519.5.2.1.6279.6001.339546614783708685476232944897,49.9148208246,50.0586050625,-189.70184232
512400,1.3.6.1.4.1.14519.5.2.1.6279.6001.797637294244261543517154417124,-32.83,-60.93,-229.71
164508,1.3.6.1.4.1.14519.5.2.1.6279.6001.188484197846284733942365679565,-45.94097626,7.934412885,-175.6830459
546400,1.3.6.1.4.1.14519.5.2.1.6279.6001.970428941353693253759289796610,-116.32,-13.33,-125.09
518387,1.3.6.1.4.1.14519.5.2.1.6279.6001.826829446346820089862659555750,23.47588247,78.42039670000001,-241.77581690000002
205513,1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468,-63.846227425,221.033262,-519.76465415
443487,1.3.6.1.4.1.14519.5.2.1.6279.6001.440226700369921575481834344455,102.96080720100001,-85.2900076137,-185.137407626
144532,1.3.6.1.4.1.14519.5.2.1.6279.6001.177888806135892723698313903329,-113.0,-37.93,-199.09
412598,1.3.6.1.4.1.14519.5.2.1.6279.6001.335866409407244673864352309754,111.4,-106.61,-226.04
486549,1.3.6.1.4.1.14519.5.2.1.6279.6001.674809958213117379592437424616,78.1397004901,-33.954192587,-87.45576361120001
432551,1.3.6.1.4.1.14519.5.2.1.6279.6001.397522780537301776672854630421,-108.6,213.71,-206.27
229765,1.3.6.1.4.1.14519.5.2.1.6279.6001.225227615446398900698431118292,-69.132029382,67.2865298708,-262.399344262
183826,1.3.6.1.4.1.14519.5.2.1.6279.6001.200513183558872708878454294671,-46.03,-55.38,-145.82
13315,1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,-64.65,93.54,1690.21
404649,1.3.6.1.4.1.14519.5.2.1.6279.6001.330425234131526435132846006585,-70.017967495,-6.6033602154999995,-211.8375494
29830,1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387,-76.99,179.21,-496.94
123748,1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739,69.38,142.33,-583.97
215930,1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982,-13.3608246374,40.9433503621,-58.0781475904
20707,1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962,101.45,29.08,-213.5
527056,1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,-148.443479925,-0.09800196085000001,-265.72080111599996
436008,1.3.6.1.4.1.14519.5.2.1.6279.6001.404768898286087278137462774930,68.8381536593,128.580743383,-550.459936134
481897,1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,102.52104306,49.4853027727,-229.370074846
321462,1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682,-53.50486578020001,94.4520790066,-107.299850873
122927,1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,141.57,-4.19,-223.77
26422,1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535,91.93,36.43,-125.84
531180,1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,65.3,14.96,-245.58
274238,1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,81.6456822845,45.081280443199994,-153.510581395
268899,1.3.6.1.4.1.14519.5.2.1.6279.6001.246758220302211646532176593724,80.46058672,21.69830698,1524.934751
545795,1.3.6.1.4.1.14519.5.2.1.6279.6001.970428941353693253759289796610,-46.131606185,81.47014113,-183.84616265
35720,1.3.6.1.4.1.14519.5.2.1.6279.6001.121108220866971173712229588402,68.01,-27.46,-179.75
222983,1.3.6.1.4.1.14519.5.2.1.6279.6001.220205300714852483483213840572,70.7839997826,93.2864997847,-250.1020002
377985,1.3.6.1.4.1.14519.5.2.1.6279.6001.313283554967554803238484128406,-96.38983925,51.23139395,-126.5919506
516988,1.3.6.1.4.1.14519.5.2.1.6279.6001.814122498113547115932318256859,-30.6777845758,13.7447272696,-95.4246921506
348350,1.3.6.1.4.1.14519.5.2.1.6279.6001.297988578825170426663869669862,106.96,39.22,-202.6
482929,1.3.6.1.4.1.14519.5.2.1.6279.6001.663019255629770796363333877035,58.49,102.34,-616.35
22924,1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831,122.41,39.94,-207.0
18881,1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609,-14.79,-100.5,-201.99
72144,1.3.6.1.4.1.14519.5.2.1.6279.6001.139577698050713461261415990027,134.46977142,-108.921491553,-177.29532893200002
478157,1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746,-34.602000214600004,-31.8098076185,-136.38858046299998
87573,1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820,31.16,-275.42,-216.49
424280,1.3.6.1.4.1.14519.5.2.1.6279.6001.340158437895922179455019686521,30.97,-137.12,-120.25
162016,1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,-80.7,58.42,-131.12
464473,1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,-107.12,-2.09,-188.03
116346,1.3.6.1.4.1.14519.5.2.1.6279.6001.164790817284381538042494285101,54.98,-63.99,-144.72
229427,1.3.6.1.4.1.14519.5.2.1.6279.6001.225227615446398900698431118292,-49.81,61.41,-127.63
95160,1.3.6.1.4.1.14519.5.2.1.6279.6001.150684298696437181894923266019,33.94,-147.25,-232.62
147648,1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949,77.4504797685,159.170692142,-774.5787689269999
395001,1.3.6.1.4.1.14519.5.2.1.6279.6001.323899724653546164058849558431,-42.1743291667,50.6326416667,-208.348564815
14155,1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306,-28.35,-83.89,-113.98
501380,1.3.6.1.4.1.14519.5.2.1.6279.6001.749871569713868632259874663577,90.65,43.36,-129.59
287229,1.3.6.1.4.1.14519.5.2.1.6279.6001.257515388956260258681136624817,-66.42622547,-124.8337852,-222.28219159999998
198216,1.3.6.1.4.1.14519.5.2.1.6279.6001.206028343897359374907954580114,46.3292887162,66.16817760869999,-218.883333542
495439,1.3.6.1.4.1.14519.5.2.1.6279.6001.724562063158320418413995627171,102.21,2.44,-163.98
371395,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446,-89.83,3.97,-36.25
14108,1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306,99.4494574717,-233.570150778,-251.07544822900002
405831,1.3.6.1.4.1.14519.5.2.1.6279.6001.330643702676971528301859647742,74.25,-20.39,-92.32
228130,1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685,13.94,215.55,-790.0
99798,1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,-77.53347218340001,108.846163801,-139.197698962
193293,1.3.6.1.4.1.14519.5.2.1.6279.6001.203741923654363010377298352671,48.72,-61.33,-80.28
203691,1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846,33.6531088,-158.8042394,-129.4538871
507544,1.3.6.1.4.1.14519.5.2.1.6279.6001.771831598853841017505646275338,125.16,-45.79,-218.99
475564,1.3.6.1.4.1.14519.5.2.1.6279.6001.618434772073433276874225174904,25.7337222807,-76.0866885892,-115.132829665
393478,1.3.6.1.4.1.14519.5.2.1.6279.6001.323541312620128092852212458228,39.1485706336,-16.613237515599998,-131.815752567
363834,1.3.6.1.4.1.14519.5.2.1.6279.6001.306520140119968755187868602181,-61.26,-40.64,-152.41
63452,1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-69.3825,56.288020835,-81.68967418
136947,1.3.6.1.4.1.14519.5.2.1.6279.6001.174907798609768549012640380786,-34.94,-20.32,-264.78
287273,1.3.6.1.4.1.14519.5.2.1.6279.6001.257515388956260258681136624817,-42.76026562,-131.39430520000002,-226.11487290000002
373502,1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,-99.24429647379999,18.1398749453,-73.1380849052
133230,1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701,69.913070738,82.3193893074,-192.108782912
39317,1.3.6.1.4.1.14519.5.2.1.6279.6001.122621219961396951727742490470,118.07,-7.0,-198.27
125686,1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264,23.3754849317,53.956496561499996,-87.82096794590001
374532,1.3.6.1.4.1.14519.5.2.1.6279.6001.311236942972970815890902714604,-29.45,-164.45,-435.69
245836,1.3.6.1.4.1.14519.5.2.1.6279.6001.232071262560365924176679652948,-39.58,221.62,-406.7
244445,1.3.6.1.4.1.14519.5.2.1.6279.6001.232011770495640253949434620907,41.332531859899994,99.3408903517,-193.18886814299998
296983,1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556,88.49,-68.29,-148.06
460636,1.3.6.1.4.1.14519.5.2.1.6279.6001.504845428620607044098514803031,-21.63,-63.35,-69.37
493790,1.3.6.1.4.1.14519.5.2.1.6279.6001.716498695101447665580610403574,-43.15,-135.93,-225.29
471517,1.3.6.1.4.1.14519.5.2.1.6279.6001.592821488053137951302246128864,74.53,-120.89,-113.46
313737,1.3.6.1.4.1.14519.5.2.1.6279.6001.272961322147784625028175033640,62.5813676147,107.799072164,-290.115689906
433790,1.3.6.1.4.1.14519.5.2.1.6279.6001.401389720232123950202941034290,66.98138361,54.86893824,-222.68055425
478420,1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746,-63.84,66.25,-234.31
228393,1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685,-42.4547026984,197.55581459299998,-721.7709878669999
475756,1.3.6.1.4.1.14519.5.2.1.6279.6001.619372068417051974713149104919,32.64,-44.84,-124.01
120709,1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286,-41.5,-147.31,-264.99
447392,1.3.6.1.4.1.14519.5.2.1.6279.6001.454273545863197752384437758130,-111.91,-32.97,-176.05
470483,1.3.6.1.4.1.14519.5.2.1.6279.6001.584871944187559733312703328980,-24.47,35.37,-221.16
380916,1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-103.71,-8.86,-150.96
199071,1.3.6.1.4.1.14519.5.2.1.6279.6001.206097113343059612247503064658,-69.35,-97.95,-170.41
166407,1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646,78.27,10.05,-207.32
282700,1.3.6.1.4.1.14519.5.2.1.6279.6001.254929810944557499537650429296,-140.055457792,2.37394512987,-271.358852814
211190,1.3.6.1.4.1.14519.5.2.1.6279.6001.215640837032688688030770057224,48.63,43.23,-240.43
132973,1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701,75.0691816639,29.612978312,-162.19547001200002
348604,1.3.6.1.4.1.14519.5.2.1.6279.6001.299476369290630280560355838785,-104.64,-61.02,48.46
147535,1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949,73.3408419368,156.880826998,-651.55141863
508741,1.3.6.1.4.1.14519.5.2.1.6279.6001.776429308535398795601496131524,-41.09966817,9.109220718,-129.09096100000002
401577,1.3.6.1.4.1.14519.5.2.1.6279.6001.328944769569002417592093467626,45.52020144,20.31224136,-41.245794399999994
149541,1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029,-16.7615846981,60.341165494399995,-132.129651416
418503,1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546,103.52528249999999,47.5747716307,-219.576630541
75398,1.3.6.1.4.1.14519.5.2.1.6279.6001.140253591510022414496468423138,100.625797949,71.0431405127,-294.295139145
29529,1.3.6.1.4.1.14519.5.2.1.6279.6001.116703382344406837243058680403,-132.58,-43.77,-252.18
481359,1.3.6.1.4.1.14519.5.2.1.6279.6001.655242448149322898770987310561,-58.12,-54.41,-242.27
83838,1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509,-28.82,-1.57,-117.91
20141,1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,-128.64,7.56,-167.52
99972,1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,-83.60956171,70.38962812,-119.5417553
379020,1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,-44.74529925,16.95803335,-271.38929625
14975,1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,90.0558393923,-70.2200834314,-191.51107403900002
347630,1.3.6.1.4.1.14519.5.2.1.6279.6001.297964221542942838344351735414,-89.85,202.9,-738.51
503169,1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,101.67994579399999,-5.084773219030001,-152.189877516
103956,1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,50.4274324054,77.7625525757,-223.759356434
4605,1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275,59.612907244700004,-29.8747439965,-145.894030064
407053,1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,-111.039918907,-166.196561168,-322.445122169
260951,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147,-65.38877117,121.77268740000001,-341.81035330000003
278131,1.3.6.1.4.1.14519.5.2.1.6279.6001.252709517998555732486024866345,-50.59,56.6,-231.65
467111,1.3.6.1.4.1.14519.5.2.1.6279.6001.558286136379689377915919180358,41.67,6.72,-175.45
204242,1.3.6.1.4.1.14519.5.2.1.6279.6001.211071908915618528829547301883,145.0,-132.27,-314.39
240438,1.3.6.1.4.1.14519.5.2.1.6279.6001.230078008964732806419498631442,-93.07,50.26,-124.15
383959,1.3.6.1.4.1.14519.5.2.1.6279.6001.315214756157389122376518747372,107.28156526,-46.043206949399995,-130.529092801
117583,1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989,41.01,-172.14,-146.19
320231,1.3.6.1.4.1.14519.5.2.1.6279.6001.277452631455527999380186898011,-71.92,9.14,-125.29
269855,1.3.6.1.4.1.14519.5.2.1.6279.6001.247816269490470394602288565775,0.64,117.86,-385.76
349718,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230,-73.2,3.85,-124.69
192263,1.3.6.1.4.1.14519.5.2.1.6279.6001.203425588524695836343069893813,-89.72419455059999,30.5720980425,-176.131342694
446582,1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,-41.68,5.25,226.48
403014,1.3.6.1.4.1.14519.5.2.1.6279.6001.329404588567903628160652715124,67.9428191543,-31.416761528000002,-187.96290347099998
306217,1.3.6.1.4.1.14519.5.2.1.6279.6001.270215889102603268207599305185,102.08,-28.12,-172.76
149252,1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029,-123.539538068,99.1817539434,-289.303486279
241192,1.3.6.1.4.1.14519.5.2.1.6279.6001.230416590143922549745658357505,-31.14446514,-120.68024275,-134.7433918
476089,1.3.6.1.4.1.14519.5.2.1.6279.6001.619372068417051974713149104919,-64.06,50.46,-156.28
154657,1.3.6.1.4.1.14519.5.2.1.6279.6001.183982839679953938397312236359,-55.9,37.57,-182.15
158732,1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,-92.84,46.62,-236.29
19354,1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,-66.77985052,52.16976464,-8.167332054
479273,1.3.6.1.4.1.14519.5.2.1.6279.6001.627998298349675613581885874395,45.14,-112.3,-240.49
166598,1.3.6.1.4.1.14519.5.2.1.6279.6001.190298296009658115773239776160,59.33,48.62,-40.06
455700,1.3.6.1.4.1.14519.5.2.1.6279.6001.481278873893653517789960724156,56.101860458999994,-30.763768751100002,-186.04157324599998
50752,1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,-61.721193434300005,-36.6893753695,-149.04468949
247101,1.3.6.1.4.1.14519.5.2.1.6279.6001.233433352108264931671753343044,-78.28,-112.44,-206.8
132352,1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,-47.25,-20.65,-139.47
274006,1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,-100.6,38.45,-117.3
208073,1.3.6.1.4.1.14519.5.2.1.6279.6001.213854687290736562463866711534,101.59,-94.53,-288.69
530470,1.3.6.1.4.1.14519.5.2.1.6279.6001.900182736599353600185270496549,73.82803759999999,16.73694156,-145.54253290000003
139024,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518,40.5335612846,60.7663946911,-97.4074904958
426203,1.3.6.1.4.1.14519.5.2.1.6279.6001.367204840301639918160517361062,-99.44,-7.8,-163.81
390129,1.3.6.1.4.1.14519.5.2.1.6279.6001.320967206808467952819309001585,-35.7404623963,-27.2238267904,-97.4440619656
416745,1.3.6.1.4.1.14519.5.2.1.6279.6001.338114620394879648539943280992,71.1917077759,6.1213307442,-162.75437283600002
171875,1.3.6.1.4.1.14519.5.2.1.6279.6001.193964947698259739624715468431,-103.04,22.96,-147.16
530751,1.3.6.1.4.1.14519.5.2.1.6279.6001.900182736599353600185270496549,-39.59,48.8,-170.7
17862,1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094,-103.74,-117.06,-148.89
294734,1.3.6.1.4.1.14519.5.2.1.6279.6001.262736997975960398949912434623,71.5994997824,-55.7072309748,-290.713461747
232052,1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418,26.59,40.29,-113.64
505584,1.3.6.1.4.1.14519.5.2.1.6279.6001.766881513533845439335142582269,-74.0201965429,95.74845483700001,-226.84334884700002
331279,1.3.6.1.4.1.14519.5.2.1.6279.6001.286627485198831346082954437212,32.8780405405,39.2263513514,-214.72635135099998
250662,1.3.6.1.4.1.14519.5.2.1.6279.6001.237215747217294006286437405216,122.944382961,7.5466921212,-188.10406564
237480,1.3.6.1.4.1.14519.5.2.1.6279.6001.229096941293122177107846044795,76.21,-78.41,-256.35
535943,1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237,23.5456892277,85.7015957742,-197.117129885
110886,1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317,55.42,1.75,-224.28
183072,1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591,11.17,-3.36,-134.32
511511,1.3.6.1.4.1.14519.5.2.1.6279.6001.792381786708289670758399079830,12.310931439900001,80.4726719248,-460.66355932199997
27122,1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935,71.06,-28.11,-223.01
345497,1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645,98.70279998950001,6.08753232495,-111.39813829799999
309026,1.3.6.1.4.1.14519.5.2.1.6279.6001.271220641987745483198036913951,-73.08,-150.96,-142.59
505095,1.3.6.1.4.1.14519.5.2.1.6279.6001.765930210026773090100532964804,25.401861664899997,141.31491471299998,-622.639003141
272057,1.3.6.1.4.1.14519.5.2.1.6279.6001.249314567767437206995861966896,35.38,78.81,-273.3
261442,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147,-31.06,-47.98,-213.52
